id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men ducati logo tee Yellow Tshirts
5092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt
10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Furious Rides Navy Blue T-Shirts
10257,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Solid Type Black Trousers
24062,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Printed T-shirt
22395,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Striped Blue Shirt
12500,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Short Black Shirts
30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Printed Black T-shirt
14293,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Tshirts
6041,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt
3533,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's If You Don't Like Navy Blue T-shirt
17624,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Sports,ADIDAS Men Solid Navy Blue Track Pant
13284,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Black Shorts
26163,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Dark Grey Trousers
53766,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White and Navy Blue T-shirt
16530,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt
7167,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple White Shirt
12190,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt
6287,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Classic Polo Men's Swiss Yellow T-shirt
7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Tantra Men's Black Sabbath Navy T-shirt
43500,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,United Colors of Benetton Men Olive Tshirts
15187,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Arrow Sport Men Solid White Polo Tshirts
14055,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Flying Machine Men Check Green Shirts
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Applique Navy Blue Tshirt
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men Stripe Polo White Polo T-shirt
11143,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts
44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue T-shirt
11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts
4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Cowboy Photo T-shirt
29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013.0,Casual,Basics Men Pack of 3 T-shirt
7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's As Icon Blue T-shirt
34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2013.0,Casual,Proline Men Navy Track Pants
13426,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts
13846,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,John Miller Men Stripes Blue Shirts
16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
7963,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Large Logo Graphic White French T-shirt
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,2011.0,Casual,Turtle Solid Men  Burgundy Shirt
20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Wrangler Men Polo Charcoal T-shirt
13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Brown Trousers
5862,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Stripe Black T-shirt
58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey T-shirt
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt
8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts
22359,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,John Players Men Check Blue Shirt
2049,Men,Apparel,Topwear,Tshirts,White,Summer,2010.0,Sports,ADIDAS Men's Slim Fit White T-shirt
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans
24892,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black T-shirt
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt
4944,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kaleb White Brown Infant Kidswear
10861,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Dirt Riders White T-Shirts
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt
31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,Mark Taylor Men Printed Maroon T-shirt
18230,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Striped T-shirt
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts
16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Sports,Puma Men Poly Knitted Black Tracksuit
12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Casual,Puma Men Solid Blue Track Pants
8587,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt
9455,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Red Striped Shirt
6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Grey T-shirt
29321,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey
33489,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Doodle Kids Boy Check Green Shirt
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,John Players Men Beige Shorts
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans
15977,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Turtle Solid Men Red Shirt
32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,2013.0,Casual,Music Men Printed Blue T-shirt
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Flying Machine Men Walnut Brown Tshirts
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt
19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Striped T-shirt
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Superman Men's Silhouette Light Blue T-shirt
22366,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men New Tiger White T-Shirt
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013.0,Casual,Proline Men Charcoal Grey Track Pants
13421,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers
16361,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt
46411,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Sweatshirt
31543,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt
11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts
6280,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Men's Making Light Pink T-shirt
7352,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Tantra Men's Whatever Purple T-shirt
2620,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Men's Colors Team India T-shirt
43507,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,French Connection Men Maroon T-shirt
14052,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Flying Machine Men Solid White Shirts
53795,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
11712,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Lee Men Solid Blue Shirts
13879,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts
12197,Men,Apparel,Topwear,Tshirts,Orange,Summer,2013.0,Casual,Basics Men Orange Polo T-shirt
17623,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pant
13283,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt
26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers
15174,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2013.0,Casual,Arrow Men Yellow Polo T-shirt
53761,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Green and Blue T-shirt
15346,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Special Edition 3 Star Beed Black Tshirts
14294,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Tshirts
6046,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,UCB Men Logo Chest Green Shirt
24065,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Checked Green Shirt
1607,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,Reebok Men trackpant- male Track Pants
4375,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Marvel Comics Men's Comic Poses Navy T-shirt
29548,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Printed Navy Blue T-shirt
16395,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Levis Men Check Black Shirts
6610,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Spykar Men's Stinger Basket Ball Team White Blue Stripes T-shirt
17247,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Blue Polo Tshirt
23072,Men,Apparel,Bottomwear,Trousers,Navy Blue,Winter,2014.0,Formal,Arrow Men Navy Blue Solid Trousers
3362,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Creative designs Black T-shirt
9658,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Maroon Shirt
38608,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey T-shirt
10062,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Puma runhard tee Grey Tshirts
5095,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Greensboro Raw Edge Blue T-shirt
21725,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Navy Blue Sweatshirt
16368,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Peter England Men Stripes Charcoal Trouser
8777,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Price catch Blue Shirts
4986,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,ADIDAS Men Bayern Munchen Red Jersey
4388,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,DC Comics Lantern Arrow All Over Green T-shirt
2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Mr.Men Men's Mr.Mischief Pink T-shirt
3991,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Wave Rider White T-shirt
29787,Men,Apparel,Topwear,Tshirts,White,Summer,2013.0,Casual,Basics Men White T-shirt
13428,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts
19112,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts
57932,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt
7169,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Navy Blue Shirt
13870,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Scullers Men Stripes Beige Shirts
7955,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Puma Men's Foundation Grey Polo T-shirt
6289,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Classic Polo Classic Polo Swiss Brown Tee T-Shirt
19744,Men,Apparel,Topwear,Jackets,Green,Fall,2011.0,Casual,ADIDAS Originals Men Solid Green Jacket
1890,Men,Apparel,Topwear,Tshirts,Red,Winter,2010.0,Casual,FIFA Mens Essentials Red T-shirt
15189,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Arrow Sport Men Solid Green Polo Tshirts
13884,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
19582,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Printed Grey TShirt
12358,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Reid & Taylor Men Solid Cream Shirts
9235,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Plain Blue Shirts
53768,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue T-shirt
54915,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,Do u speak Cream Men T-shirt
9651,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks Green Shirts
8783,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Bling PC Red Shirt
4972,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Green White Kidswear
38601,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Printed Red T-shirt
10857,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Rider Striper Polo White T-Shirts
10259,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Reglur Black Trousers
29773,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Green Striped Shirt
9463,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Shirt
20251,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Heavy Grey Tshirt
14064,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Flying Machine Men Pack of 2 Stripes Red Blue Tshirts
5433,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Nike Men's Speed Fury Red T-shirt
59299,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,U.S. Polo Assn. Men Striped Blue Shirt
13241,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Jackets
7156,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Black Check Shirt
16501,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Locomotive Men Printed Brown TShirt
6084,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone White T-shirt
19549,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Sweatshirt
34235,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013.0,Casual,Proline Men Cream-Coloured Polo T-Shirt
7532,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Encourage Blue T-shirt
22350,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,John Players Men Check Blue Shirt
2040,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,ADIDAS Mens Fire White Polo T-shirt
13417,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirts
27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Scullers Men Grey Trousers
3192,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Prism Black T-shirt
11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans
36562,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jack & Jones Men Dino White T-shirt
41602,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Basics Men Navy Shirt
17285,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black  polo Tshirt
16357,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Stripes Blue Shirt
2272,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Blue Polo T-shirt
8748,Men,Apparel,Topwear,Shirts,Orange,Fall,2011.0,Casual,Indigo Nation Men Plain Orange Shirts
16191,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Graphic White TShirt
24053,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Locomotive Men Printed Charcoal T-shirt
17271,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes DK.Grey Polo Tshirt
30453,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Deni Yo Men White Jeans
2286,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2010.0,Sports,Nike Men Black Sweatshirt
31581,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Blue T-shirt
3354,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's I Give 100 Percent Work White T-shirt
10430,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Ydc Blue Shirts
39388,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans
14090,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Stripes Blue Polo Tshirts
37212,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Men Pink Shirt
3730,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Mens Fangear Yellow Jersey
26152,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt
9804,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black Checks Shirts
10602,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Football Soccer Red Jerseys
29774,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Wrangler Men Purple Striped Shirt
9464,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men  White Shirt
17249,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Limoges Blue Tshirt
29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Classic Polo Men Black T-shirt
9656,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Bling Technification Red Black Shirts
18201,Men,Apparel,Topwear,Jackets,Olive,Fall,2011.0,Casual,Nike Men Casual Olive Jacket
4975,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kent Pack of 3 Tee Kidswear
38606,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Printed Boxed White T-shirt
10850,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Famous Filafil Blue T-Shirts
3708,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Classic Polo Men's Navy Grey Stripe T-shirt
1863,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men Night Wolf T-shirt
15348,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Special Edition 3 Star Polo Black Tshirts
12951,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt
6048,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Black Shirt
13883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts
8314,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Check Lafayette Blue Shirts
39344,Men,Apparel,Topwear,Tshirts,Green,Fall,2012.0,Casual,Mr. Men Green T-shirt
